Selection Year,JO Type,Job Network,Entity,Gender,Nationality,Region,Job Family,Level,Posting Year,JO Number,Applicant Number,JO Selection,Candidate Rostered?,Entity Type,SelectionMonth,PostingMonth,Job Code,Job_Family,Recruitment Timeline (Days)
2022,RfR,MAGNET,UN-SPM-4,Male,Niger,Africa,Finance,P-3,2022,533679,306765,Roster,Yes,Special Political Mission,2022-04-01,2022-03-01,UNS:3349,FIN,27
2017,PSJO,MAGNET,UN-OAH-2,Female,France,Western Europe and Others,Human Resources,P-5,2017,230787,306933,Non-roster,No,OAH,2017-11-01,2017-03-01,UNS:6190,HRE,220
2019,PSJO,ITECNET,UN-OAH-2,Male,Romania,Eastern European,Information Management Systems and Technology,P-4,2018,298032,307017,Non-roster,No,OAH,2019-01-01,2018-07-01,UNS:4086,IST,183
2017,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Programme Management,P-5,2016,192216,307092,Non-roster,No,Department,2017-08-01,2016-08-01,UNS:6291,PGM,366
2021,PSJO,INFONET,UN-OAH-2,Male,Russian Federation,Eastern European,Language,P-4,2020,390240,307095,Non-roster,No,OAH,2021-03-01,2020-01-01,UNS:8062,LAN,434
2018,PSJO,ITECNET,UN-OAH-2,Male,France,Western Europe and Others,Information Management Systems and Technology,P-4,2016,211503,307137,Non-roster,No,OAH,2018-01-01,2016-12-01,UNS:2109,IST,411
2018,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Statistics,P-4,2017,269244,307383,Roster,Yes,Department,2018-01-01,2017-12-01,UNS:6540,STT,25
2019,PSJO,POLNET,UN-OFFICE-5,Female,United States of America,Western Europe and Others,Political Affairs,P-5,2019,346431,307419,Non-roster,No,Office,2019-07-01,2019-04-01,UNS:6285,POL,83
2021,PSJO,DEVNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Social Affairs,P-5,2021,456255,307485,Non-roster,No,Department,2021-10-01,2021-04-01,UNS:6332,SOC,182
2021,PSJO,INFONET,UN-OAH-2,Male,France,Western Europe and Others,Language,P-5,2020,390768,307584,Non-roster,No,OAH,2021-04-01,2020-02-01,UNS:8701,LAN,448
2017,PSJO,INFONET,UN-OAH-2,Male,France,Western Europe and Others,Language,P-4,2017,254178,307584,Roster,Yes,OAH,2017-09-01,2017-08-01,UNS:8633,LAN,14
2018,PSJO,POLNET,UN-OFFICE-5,Female,Italy,Western Europe and Others,Political Affairs,P-5,2018,309765,307812,Roster,Yes,Office,2018-09-01,2018-09-01,UNS:6285,POL,14
2021,PSJO,DEVNET,UN-SPM-4,Female,Guinea,Africa,Programme Management,P-5,2021,456837,308037,Non-roster,No,Special Political Mission,2021-12-01,2021-03-01,UNS:6291,PGM,258
2018,PSJO,DEVNET,UN-DEPT-3,Female,Kenya,Africa,Sustainable Development,P-4,2016,177984,308082,Non-roster,No,Department,2018-12-01,2016-07-01,UNS:6658,SUS,893
2018,PSJO,DEVNET,UN-DEPT-3,Male,Singapore,Asia-Pacific,Public Administration,P-5,2017,239802,308163,Non-roster,No,Department,2018-02-01,2017-06-01,UNS:6183,PBA,252
2022,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Statistics,P-3,2022,539478,308172,Roster,Yes,Department,2022-05-01,2022-05-01,UNS:6539,STT,7
2018,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Statistics,P-3,2017,217482,308172,Non-roster,Yes,Department,2018-04-01,2017-01-01,UNS:6539,STT,448
2018,PSJO,DEVNET,UN-DEPT-3,Male,Australia,Western Europe and Others,Economic Affairs,P-4,2017,262089,308190,Roster,Yes,Department,2018-05-01,2017-10-01,UNS:7284,ECO,216
2017,PSJO,INFONET,UN-OAH-2,Male,China,Asia-Pacific,Conference Services,P-3,2016,190275,308220,Non-roster,No,OAH,2017-03-01,2016-07-01,UNS:5568,CON,237
2022,PSJO,MAGNET,UN-OAH-2,Male,United States of America,Western Europe and Others,Administration,P-4,2022,527901,308304,Non-roster,No,OAH,2022-08-01,2022-03-01,UNS:1103,ADM,153
2022,PSJO,POLNET,UN-OFFICE-5,Female,Italy,Western Europe and Others,Political Affairs,P-5,2022,524268,308367,Non-roster,No,Office,2022-07-01,2022-03-01,UNS:6285,POL,141
2021,PSJO,DEVNET,UN-DEPT-3,Male,Switzerland,Western Europe and Others,Population Affairs,P-4,2018,307626,308442,Non-roster,No,Department,2021-12-01,2018-09-01,UNS:5127,POP,"1,176"
2021,PSJO,INFONET,UN-OAH-2,Female,Russian Federation,Eastern European,Language,P-4,2021,468300,308556,Roster,Yes,OAH,2021-07-01,2021-05-01,UNS:7548,LAN,52
2020,RfR,MAGNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Administration,P-3,2020,403125,308592,Roster,Yes,Peacekeeping Mission,2020-05-01,2020-03-01,UNS:2506,ADM,43
2019,PSJO,INFONET,UN-OAH-2,Female,United States of America,Western Europe and Others,Language,P-4,2019,359709,308844,Roster,Yes,OAH,2019-09-01,2019-07-01,UNS:8057,LAN,59
2022,PSJO,MAGNET,UN-PKO-1,Female,United States of America,Western Europe and Others,Finance,P-4,2021,514614,308868,Non-roster,No,Peacekeeping Mission,2022-07-01,2021-12-01,UNS:3350,FIN,203
2021,PSJO,INFONET,UN-OAH-2,Female,Switzerland,Western Europe and Others,Language,P-5,2020,391935,309165,Roster,Yes,OAH,2021-04-01,2020-02-01,UNS:8699,LAN,448
2017,RfR,INFONET,UN-PKO-1,Male,Benin,Africa,Public Information,P-3,2017,217083,309210,Roster,Yes,Peacekeeping Mission,2017-04-01,2017-01-01,UNS:5560,PUB,102
2022,PSJO,MAGNET,UN-OAH-2,Male,Myanmar,Asia-Pacific,Human Resources,P-4,2022,541854,309507,Non-roster,No,OAH,2022-08-01,2022-05-01,UNS:3822,HRE,88
2018,PSJO,MAGNET,UN-OAH-2,Male,Myanmar,Asia-Pacific,Administration,P-3,2018,271338,309507,Roster,Yes,OAH,2018-01-01,2018-01-01,UNS:1102,ADM,21
2017,PSJO,ITECNET,UN-OAH-2,Female,Spain,Western Europe and Others,Information Management Systems and Technology,P-4,2016,215910,309519,Non-roster,No,OAH,2017-11-01,2016-12-01,UNS:3983,IST,327
2019,PSJO,POLNET,UN-OAH-2,Male,France,Western Europe and Others,Political Affairs,P-5,2019,327957,309627,Roster,Yes,OAH,2019-04-01,2019-01-01,UNS:7617,POL,81
2021,PSJO,INFONET,UN-OAH-2,Male,Canada,Western Europe and Others,Language,P-4,2021,456336,310041,Non-roster,No,OAH,2021-08-01,2021-04-01,UNS:8228,LAN,116
2022,PSJO,INFONET,UN-OAH-2,Female,China,Asia-Pacific,Language,P-4,2021,511578,310074,Non-roster,No,OAH,2022-04-01,2021-12-01,UNS:8055,LAN,106
2022,PSJO,DEVNET,UN-DEPT-3,Female,Italy,Western Europe and Others,Economic Affairs,P-5,2021,478983,310137,Non-roster,No,Department,2022-04-01,2021-09-01,UNS:7333,ECO,222
2019,RfR,POLNET,UN-PKO-1,Female,Netherlands,Western Europe and Others,Political Affairs,P-4,2019,367695,310164,Roster,Yes,Peacekeeping Mission,2019-11-01,2019-09-01,UNS:7657,POL,65
2021,RfR,LOGNET,UN-PKO-1,Male,Ukraine,Eastern European,Transportation,P-3,2020,429456,310314,Roster,Yes,Peacekeeping Mission,2021-04-01,2020-11-01,UNS:1163,TRA,156
2020,PSJO,SAFETYNET,UN-PKO-1,Female,Ghana,Africa,Security,P-3,2019,336783,310455,Non-roster,No,Peacekeeping Mission,2020-10-01,2019-04-01,UNS:5987,SEC,554
2019,PSJO,MAGNET,UN-OAH-2,Male,Ireland,Western Europe and Others,Finance,P-5,2019,342861,310539,Non-roster,No,OAH,2019-10-01,2019-05-01,UNS:2021,FIN,158
2018,PSJO,DEVNET,UN-OAH-2,Female,Germany,Western Europe and Others,Programme Management,P-3,2018,302241,310884,Roster,Yes,OAH,2018-08-01,2018-08-01,UNS:8412,PGM,20
2019,PSJO,INFONET,UN-OAH-2,Female,Germany,Western Europe and Others,Documentation and Information Management,P-5,2019,357180,311349,Non-roster,No,OAH,2019-12-01,2019-08-01,UNS:7866,DOC,134
2018,RfR,POLNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Electoral Affairs,P-5,2018,313017,311631,Roster,Yes,Peacekeeping Mission,2018-12-01,2018-09-01,UNS:3102,ELA,75
2017,PSJO,INFONET,UN-OAH-2,Female,Lebanon,Asia-Pacific,Language,P-4,2017,233442,311730,Roster,Yes,OAH,2017-06-01,2017-04-01,UNS:8630,LAN,54
2018,RfR,POLNET,UN-PKO-1,Male,"Korea, Republic of",Asia-Pacific,Political Affairs,P-3,2018,305679,312216,Roster,Yes,Peacekeeping Mission,2018-10-01,2018-08-01,UNS:8863,POL,55
2019,RfR,MAGNET,UN-PKO-1,Female,United States of America,Western Europe and Others,Finance,P-5,2019,332163,312300,Roster,Yes,Peacekeeping Mission,2019-05-01,2019-02-01,UNS:10243,FIN,91
2017,RfR,MAGNET,UN-PKO-1,Female,Cabo Verde,Africa,Administration,P-4,2016,216225,312570,Roster,Yes,Peacekeeping Mission,2017-03-01,2016-12-01,UNS:2507,ADM,73
2019,PSJO,MAGNET,UN-OAH-2,Female,Lebanon,Asia-Pacific,Human Resources,P-3,2019,345141,312831,Roster,Yes,OAH,2019-04-01,2019-04-01,UNS:3819,HRE,7
2017,PSJO,ITECNET,UN-OAH-2,Male,Kenya,Africa,Information Management Systems and Technology,P-5,2017,216969,312885,Non-roster,Yes,OAH,2017-09-01,2017-02-01,UNS:6210,IST,216
2021,PSJO,DEVNET,UN-DEPT-3,Male,Ethiopia,Africa,Programme Management,P-3,2020,388686,312975,Roster,Yes,Department,2021-03-01,2020-01-01,UNS:8412,PGM,427
2018,PSJO,ITECNET,UN-OAH-2,Male,Switzerland,Western Europe and Others,Information Management Systems and Technology,P-5,2018,319395,313248,Roster,Yes,OAH,2018-12-01,2018-11-01,UNS:6210,IST,19
2017,RfR,MAGNET,UN-PKO-1,Female,Fiji,Asia-Pacific,Human Resources,P-5,2017,219204,313308,Roster,Yes,Peacekeeping Mission,2017-01-01,2017-01-01,UNS:6190,HRE,14
2017,PSJO,DEVNET,UN-DEPT-3,Female,Brazil,Latin American and Caribbean,Economic Affairs,P-4,2017,241158,314259,Roster,Yes,Department,2017-06-01,2017-06-01,UNS:7284,ECO,17
2022,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Economic Affairs,P-5,2021,493839,314265,Non-roster,Yes,Department,2022-08-01,2021-10-01,UNS:7333,ECO,309
2018,RfR,POLNET,UN-PKO-1,Female,France,Western Europe and Others,Political Affairs,P-4,2017,269715,314571,Roster,Yes,Peacekeeping Mission,2018-01-01,2017-12-01,UNS:5121,POL,33
2018,PSJO,LOGNET,UN-PKO-1,Male,Haiti,Latin American and Caribbean,Logistics and Supply Chain,P-3,2017,236253,314760,Non-roster,No,Peacekeeping Mission,2018-03-01,2017-05-01,UNS:4536,LOG,312
2017,RfR,SAFETYNET,UN-PKO-1,Male,France,Western Europe and Others,Security,P-3,2016,211044,314994,Mixed,Yes,Peacekeeping Mission,2017-04-01,2016-12-01,UNS:5987,SEC,122
2020,PSJO,MAGNET,UN-OAH-2,Female,Argentina,Latin American and Caribbean,Administration,P-5,2020,422817,315072,Mixed,Yes,OAH,2020-11-01,2020-09-01,UNS:6112,ADM,56
2021,PSJO,INFONET,UN-OAH-2,Female,Estonia,Eastern European,Conference Services,P-4,2020,393738,315090,Non-roster,No,OAH,2021-09-01,2020-02-01,UNS:2510,CON,585
2021,PSJO,MAGNET,UN-DEPT-3,Female,Nicaragua,Latin American and Caribbean,Human Resources,P-5,2021,471582,315246,Roster,Yes,Department,2021-06-01,2021-06-01,UNS:6190,HRE,7
2021,PSJO,DEVNET,UN-DEPT-3,Female,Costa Rica,Latin American and Caribbean,Public Administration,P-4,2020,430701,315318,Non-roster,No,Department,2021-09-01,2020-11-01,UNS:3618,PBA,299
2020,PSJO,MAGNET,UN-OAH-2,Male,United States of America,Western Europe and Others,Administration,P-4,2020,388278,315441,Roster,Yes,OAH,2020-01-01,2020-01-01,UNS:8716,ADM,6
2017,PSJO,MAGNET,UN-OAH-2,Male,Spain,Western Europe and Others,Human Resources,P-4,2017,216966,315459,Non-roster,No,OAH,2017-05-01,2017-01-01,UNS:6533,HRE,128
2017,PSJO,POLNET,UN-PKO-1,Female,Burundi,Africa,Rule of Law,P-3,2016,162897,316146,Non-roster,No,Peacekeeping Mission,2017-01-01,2016-01-01,UNS:4297,ROL,374
2022,PSJO,DEVNET,UN-DEPT-3,Male,Ethiopia,Africa,Statistics,P-3,2020,385974,316245,Roster,Yes,Department,2022-04-01,2020-01-01,UNS:6539,STT,828
2017,PSJO,ITECNET,UN-DEPT-3,Male,Ethiopia,Africa,Information Management Systems and Technology,P-3,2017,217491,316245,Non-roster,No,Department,2017-10-01,2017-01-01,UNS:4083,IST,287
2017,PSJO,MAGNET,UN-OFFICE-5,Male,Trinidad and Tobago,Latin American and Caribbean,Administration,P-5,2017,218628,316260,Roster,Yes,Office,2017-01-01,2017-01-01,UNS:6112,ADM,8
2019,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Statistics,P-3,2019,372366,316368,Roster,Yes,Department,2019-12-01,2019-10-01,UNS:6539,STT,58
2022,PSJO,INFONET,UN-OAH-2,Female,United Kingdom,Western Europe and Others,Language,P-4,2022,524481,316704,Roster,Yes,OAH,2022-04-01,2022-02-01,UNS:8057,LAN,64
2017,PSJO,INFONET,UN-OAH-2,Female,United Kingdom,Western Europe and Others,Language,P-5,2016,199296,316737,Non-roster,Yes,OAH,2017-04-01,2016-09-01,UNS:8693,LAN,203
2021,PSJO,INFONET,UN-OAH-2,Male,United Kingdom,Western Europe and Others,Language,P-5,2019,386247,316824,Non-roster,No,OAH,2021-06-01,2019-12-01,UNS:8452,LAN,538
2018,PSJO,DEVNET,UN-DEPT-3,Male,China,Asia-Pacific,Sustainable Development,P-4,2018,272874,317274,Roster,Yes,Department,2018-04-01,2018-01-01,UNS:6658,SUS,99
2022,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Programme Management,P-5,2019,351177,317409,Roster,Yes,Department,2022-06-01,2019-06-01,UNS:6291,PGM,"1,113"
2019,RfR,LOGNET,UN-PKO-1,Male,Paraguay,Latin American and Caribbean,Transportation,P-3,2019,345681,317577,Roster,Yes,Peacekeeping Mission,2019-06-01,2019-04-01,UNS:1163,TRA,50
2018,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Public Administration,P-4,2018,288027,318336,Non-roster,No,Department,2018-09-01,2018-04-01,UNS:3618,PBA,149
2017,PSJO,DEVNET,UN-DEPT-3,Female,Mexico,Latin American and Caribbean,Statistics,P-4,2017,258591,318459,Roster,Yes,Department,2017-11-01,2017-10-01,UNS:6540,STT,42
2017,PSJO,POLNET,UN-OFFICE-5,Male,Uzbekistan,Asia-Pacific,Political Affairs,P-5,2017,218835,318465,Non-roster,No,Office,2017-02-01,2017-01-01,UNS:6285,POL,24
2022,PSJO,MAGNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Finance,P-5,2022,553911,319611,Roster,Yes,Department,2022-07-01,2022-06-01,UNS:10243,FIN,29
2017,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Economic Affairs,P-5,2016,215946,321126,Roster,Yes,Department,2017-03-01,2016-12-01,UNS:7333,ECO,83
2019,PSJO,MAGNET,UN-OAH-2,Female,Hungary,Eastern European,Administration,P-3,2018,314106,321150,Non-roster,No,OAH,2019-11-01,2018-10-01,UNS:1102,ADM,400
2018,PSJO,DEVNET,UN-DEPT-3,Female,Italy,Western Europe and Others,Programme Management,P-4,2016,212265,321222,Non-roster,No,Department,2018-04-01,2016-12-01,UNS:5283,PGM,476
2022,RfR,ITECNET,UN-PKO-1,Male,Burundi,Africa,Information Management Systems and Technology,P-4,2022,527310,322557,Roster,Yes,Peacekeeping Mission,2022-05-01,2022-03-01,UNS:2109,IST,64
2017,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Statistics,P-4,2016,204177,323499,Non-roster,No,Department,2017-08-01,2016-10-01,UNS:6540,STT,299
2018,PSJO,INFONET,UN-OAH-2,Male,Congo,Africa,Language,P-4,2017,264426,323622,Roster,Yes,OAH,2018-01-01,2017-12-01,UNS:7569,LAN,32
2022,PSJO,LOGNET,UN-PKO-1,Male,Zimbabwe,Africa,Logistics and Supply Chain,P-4,2021,460134,324537,Non-roster,No,Peacekeeping Mission,2022-05-01,2021-04-01,UNS:4539,LOG,385
2021,PSJO,MAGNET,UN-OAH-2,Female,Malta,Western Europe and Others,Human Resources,P-4,2021,505107,324543,Roster,Yes,OAH,2021-12-01,2021-11-01,UNS:8727,HRE,26
2021,PSJO,DEVNET,UN-OAH-2,Female,United States of America,Western Europe and Others,Programme Management,P-4,2021,484944,325119,Roster,Yes,OAH,2021-09-01,2021-09-01,UNS:5283,PGM,8
2018,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Economic Affairs,P-5,2018,279132,325167,Non-roster,No,Department,2018-10-01,2018-02-01,UNS:7333,ECO,231
2020,PSJO,MAGNET,UN-OAH-2,Male,Senegal,Africa,Administration,P-3,2019,374445,326064,Non-roster,Yes,OAH,2020-08-01,2019-11-01,UNS:1102,ADM,291
2018,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Sustainable Development,P-4,2017,242100,326667,Non-roster,No,Department,2018-05-01,2017-06-01,UNS:6658,SUS,331
2018,PSJO,INFONET,UN-OAH-2,Female,Switzerland,Western Europe and Others,Language,P-4,2018,276441,326775,Non-roster,Yes,OAH,2018-08-01,2018-01-01,UNS:8630,LAN,196
2017,RfR,INFONET,UN-PKO-1,Male,Cameroon,Africa,Public Information,P-3,2017,241185,327249,Roster,Yes,Peacekeeping Mission,2017-11-01,2017-07-01,UNS:5560,PUB,132
2017,PSJO,MAGNET,UN-OAH-2,Female,France,Western Europe and Others,Human Resources,P-4,2017,224208,327438,Non-roster,No,OAH,2017-08-01,2017-02-01,UNS:3822,HRE,195
2018,RfR,POLNET,UN-PKO-1,Female,United Kingdom,Western Europe and Others,Political Affairs,P-5,2018,313902,330270,Roster,Yes,Peacekeeping Mission,2018-11-01,2018-10-01,UNS:6285,POL,50
2022,PSJO,DEVNET,UN-DEPT-3,Female,Germany,Western Europe and Others,Economic Affairs,P-5,2021,493839,331116,Non-roster,No,Department,2022-07-01,2021-10-01,UNS:7333,ECO,280
2017,PSJO,DEVNET,UN-DEPT-3,Female,Germany,Western Europe and Others,Economic Affairs,P-4,2017,240705,331116,Roster,Yes,Department,2017-08-01,2017-06-01,UNS:7284,ECO,70
2022,PSJO,MAGNET,UN-OAH-2,Female,Italy,Western Europe and Others,Human Resources,P-4,2022,563715,336195,Roster,Yes,OAH,2022-08-01,2022-08-01,UNS:3822,HRE,11
2018,PSJO,MAGNET,UN-OAH-2,Female,Italy,Western Europe and Others,Human Resources,P-3,2018,280185,336195,Non-roster,No,OAH,2018-07-01,2018-03-01,UNS:3819,HRE,148
2018,PSJO,DEVNET,UN-DEPT-3,Female,Portugal,Western Europe and Others,Social Affairs,P-4,2017,237027,336219,Non-roster,Yes,Department,2018-02-01,2017-05-01,UNS:6386,SOC,251
2017,PSJO,LOGNET,UN-PKO-1,Female,Italy,Western Europe and Others,Logistics and Supply Chain,P-4,2016,177873,340923,Non-roster,No,Peacekeeping Mission,2017-05-01,2016-04-01,UNS:6644,LOG,386
2017,PSJO,DEVNET,UN-DEPT-3,Female,Italy,Western Europe and Others,Economic Affairs,P-4,2017,241293,341172,Non-roster,No,Department,2017-10-01,2017-06-01,UNS:7284,ECO,126
2020,RfR,MAGNET,UN-PKO-1,Female,Senegal,Africa,Human Resources,P-4,2020,390720,343317,Roster,Yes,Peacekeeping Mission,2020-02-01,2020-01-01,UNS:3822,HRE,31
2021,PSJO,INFONET,UN-OAH-2,Female,France,Western Europe and Others,Language,P-5,2020,390768,351294,Non-roster,No,OAH,2021-04-01,2020-02-01,UNS:8701,LAN,448
2022,PSJO,DEVNET,UN-DEPT-3,Male,Iceland,Western Europe and Others,Social Affairs,P-4,2022,513099,351831,Roster,Yes,Department,2022-05-01,2022-01-01,UNS:6386,SOC,116
2017,PSJO,DEVNET,UN-DEPT-3,Male,Iceland,Western Europe and Others,Social Affairs,P-4,2016,209205,351831,Roster,Yes,Department,2017-01-01,2016-12-01,UNS:6386,SOC,23
2020,RfR,SAFETYNET,UN-PKO-1,Male,Uganda,Africa,Security,P-4,2020,415086,353076,Roster,Yes,Peacekeeping Mission,2020-10-01,2020-07-01,UNS:2744,SEC,98
2017,RfR,LEGALNET,UN-PKO-1,Male,Burundi,Africa,Legal Affairs,P-5,2016,191313,353835,Roster,Yes,Peacekeeping Mission,2017-01-01,2016-07-01,UNS:6236,LEG,182
2017,PSJO,DEVNET,UN-DEPT-3,Female,Kenya,Africa,Statistics,P-5,2016,179298,360633,Non-roster,No,Department,2017-06-01,2016-05-01,UNS:6341,STT,387
2018,PSJO,LEGALNET,UN-PKO-1,Female,Belgium,Western Europe and Others,Legal Affairs,P-3,2018,257454,360792,Non-roster,No,Peacekeeping Mission,2018-10-01,2018-02-01,UNS:4426,LEG,251
2021,PSJO,MAGNET,UN-DEPT-3,Female,Philippines,Asia-Pacific,Finance,P-4,2021,497388,361443,Roster,Yes,Department,2021-12-01,2021-12-01,UNS:3350,FIN,7
2021,PSJO,INFONET,UN-OAH-2,Male,France,Western Europe and Others,Language,P-5,2020,390768,364074,Non-roster,No,OAH,2021-04-01,2020-02-01,UNS:8701,LAN,448
2020,PSJO,DEVNET,UN-DEPT-3,Female,South Africa,Africa,Public Administration,P-5,2020,391980,365760,Non-roster,No,Department,2020-09-01,2020-02-01,UNS:10100,PBA,228
2017,PSJO,DEVNET,UN-DEPT-3,Female,South Africa,Africa,Economic Affairs,P-5,2016,204198,365760,Non-roster,No,Department,2017-10-01,2016-11-01,UNS:7577,ECO,333
2017,PSJO,ITECNET,UN-OAH-2,Male,Bosnia and Herzegovina,Eastern European,Information Management Systems and Technology,P-4,2016,185376,367374,Non-roster,No,OAH,2017-08-01,2016-09-01,UNS:4086,IST,336
2017,RfR,SAFETYNET,UN-PKO-1,Male,Russian Federation,Eastern European,Security,P-3,2017,237354,370650,Roster,Yes,Peacekeeping Mission,2017-07-01,2017-05-01,UNS:5987,SEC,74
2019,RfR,POLNET,UN-SPM-4,Female,Austria,Western Europe and Others,Political Affairs,P-5,2019,330459,374592,Roster,Yes,Special Political Mission,2019-03-01,2019-01-01,UNS:6285,POL,63
2018,PSJO,DEVNET,UN-DEPT-3,Female,Canada,Western Europe and Others,Social Affairs,P-3,2017,268518,375237,Mixed,No,Department,2018-07-01,2017-12-01,UNS:6384,SOC,216
2017,PSJO,DEVNET,UN-DEPT-3,Male,South Africa,Africa,Sustainable Development,P-5,2017,224925,377469,Non-roster,No,Department,2017-12-01,2017-03-01,UNS:6345,SUS,291
2017,PSJO,DEVNET,UN-DEPT-3,Male,Benin,Africa,Population Affairs,P-5,2016,195738,380787,Roster,Yes,Department,2017-08-01,2016-09-01,UNS:7564,POP,316
2018,RfR,LOGNET,UN-PKO-1,Male,Ethiopia,Africa,Engineering,P-3,2018,301383,381477,Non-roster,No,Peacekeeping Mission,2018-10-01,2018-07-01,UNS:7152,ENG,80
2020,PSJO,MAGNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Finance,P-4,2019,358932,383292,Non-roster,Yes,Department,2020-01-01,2019-07-01,UNS:3350,FIN,181
2018,PSJO,MAGNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Finance,P-3,2018,281343,383292,Roster,Yes,Department,2018-04-01,2018-03-01,UNS:3349,FIN,50
2017,RfR,LOGNET,UN-PKO-1,Female,Germany,Western Europe and Others,Logistics and Supply Chain,P-3,2016,164424,384651,Roster,Yes,Peacekeeping Mission,2017-03-01,2016-04-01,UNS:6641,LOG,339
2018,PSJO,LOGNET,UN-OAH-2,Male,Algeria,Africa,Procurement,P-4,2018,273636,388662,Roster,Yes,OAH,2018-06-01,2018-03-01,UNS:5226,PRO,82
2018,PSJO,MAGNET,UN-OAH-2,Female,Romania,Eastern European,Human Resources,P-4,2018,271368,395835,Roster,Yes,OAH,2018-01-01,2018-01-01,UNS:3822,HRE,21
2017,PSJO,INFONET,UN-OAH-2,Female,Italy,Western Europe and Others,Conference Services,P-5,2016,193851,397344,Non-roster,No,OAH,2017-03-01,2016-08-01,UNS:7471,CON,224
2022,PSJO,DEVNET,UN-DEPT-3,Male,Armenia,Eastern European,Economic Affairs,P-4,2022,528006,399336,Roster,Yes,Department,2022-05-01,2022-04-01,UNS:7284,ECO,36
2017,PSJO,DEVNET,UN-DEPT-3,Female,China,Asia-Pacific,Statistics,P-5,2017,254478,407745,Roster,Yes,Department,2017-10-01,2017-09-01,UNS:6341,STT,32
2018,PSJO,ITECNET,UN-OAH-2,Female,Australia,Western Europe and Others,Information Management Systems and Technology,P-3,2018,305589,407757,Roster,Yes,OAH,2018-08-01,2018-08-01,UNS:4083,IST,14
2019,PSJO,INFONET,UN-OAH-2,Female,Maldives,Asia-Pacific,Conference Services,P-4,2018,297570,413193,Non-roster,No,OAH,2019-04-01,2018-08-01,UNS:2924,CON,251
2021,RfR,POLNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Civil Affairs,P-3,2021,464202,418245,Roster,Yes,Peacekeeping Mission,2021-08-01,2021-05-01,UNS:2337,CIV,116
2020,PSJO,POLNET,UN-PKO-1,Female,Kenya,Africa,Rule of Law,P-4,2020,395583,420117,Non-roster,No,Peacekeeping Mission,2020-10-01,2020-03-01,UNS:2628,ROL,210
2017,PSJO,MAGNET,UN-DEPT-3,Female,Italy,Western Europe and Others,Administration,P-4,2016,186339,420321,Non-roster,No,Department,2017-09-01,2016-07-01,UNS:7798,ADM,442
2018,PSJO,ITECNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Information Management Systems and Technology,P-3,2018,285498,421935,Roster,Yes,Department,2018-05-01,2018-04-01,UNS:4083,IST,26
2021,PSJO,INFONET,UN-OAH-2,Male,Russian Federation,Eastern European,Language,P-5,2020,391818,425184,Non-roster,Yes,OAH,2021-04-01,2020-02-01,UNS:8702,LAN,446
2017,PSJO,DEVNET,UN-DEPT-3,Male,Italy,Western Europe and Others,Population Affairs,P-4,2017,227379,428631,Roster,Yes,Department,2017-09-01,2017-03-01,UNS:5127,POP,185
2022,PSJO,DEVNET,UN-DEPT-3,Female,Ecuador,Latin American and Caribbean,Statistics,P-3,2022,513414,429159,Roster,Yes,Department,2022-05-01,2022-01-01,UNS:6539,STT,123
2018,PSJO,DEVNET,UN-DEPT-3,Female,Ecuador,Latin American and Caribbean,Statistics,P-3,2017,217482,429159,Non-roster,No,Department,2018-03-01,2017-01-01,UNS:6539,STT,417
2020,PSJO,SAFETYNET,UN-PKO-1,Male,Egypt,Africa,Security,P-3,2019,336783,435951,Non-roster,Yes,Peacekeeping Mission,2020-12-01,2019-04-01,UNS:5987,SEC,602
2022,PSJO,INFONET,UN-OAH-2,Female,Russian Federation,Eastern European,Language,P-4,2022,556884,436674,Roster,Yes,OAH,2022-08-01,2022-07-01,UNS:8234,LAN,27
2022,RfR,LOGNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Property and Asset Management,P-4,2022,527244,440913,Roster,Yes,Peacekeeping Mission,2022-07-01,2022-04-01,UNS:5429,PAM,103
2019,RfR,POLNET,UN-PKO-1,Male,Italy,Western Europe and Others,Political Affairs,P-4,2019,337977,441321,Roster,Yes,Peacekeeping Mission,2019-04-01,2019-03-01,UNS:3927,POL,48
